parent_code,src,res_code,res_desc,res_unit,coef,price
89259,SINAPI,3363,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 6200 KG, MOMENTO MAXIMO DE CARGA 11,7 TM, ALCANCE MAXIMO HORIZONTAL 9,70 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 13000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,5.51e-05,144875.0
91466,SINAPI,37752,"CAMINHAO TOCO, PESO BRUTO TOTAL 16000 KG, CARGA UTIL MAXIMA 11030 KG, DISTANCIA ENTRE EIXOS 5,41 M, POTENCIA 185 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,5.7e-06,563990.17
91466,SINAPI,3363,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 6200 KG, MOMENTO MAXIMO DE CARGA 11,7 TM, ALCANCE MAXIMO HORIZONTAL 9,70 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 13000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,5.8e-06,144875.0
89260,SINAPI,37752,"CAMINHAO TOCO, PESO BRUTO TOTAL 16000 KG, CARGA UTIL MAXIMA 11030 KG, DISTANCIA ENTRE EIXOS 5,41 M, POTENCIA 185 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,1.41e-05,563990.17
89260,SINAPI,3363,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 6200 KG, MOMENTO MAXIMO DE CARGA 11,7 TM, ALCANCE MAXIMO HORIZONTAL 9,70 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 13000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,1.44e-05,144875.0
89262,SINAPI,37752,"CAMINHAO TOCO, PESO BRUTO TOTAL 16000 KG, CARGA UTIL MAXIMA 11030 KG, DISTANCIA ENTRE EIXOS 5,41 M, POTENCIA 185 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,6.43e-05,563990.17
89262,SINAPI,3363,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 6200 KG, MOMENTO MAXIMO DE CARGA 11,7 TM, ALCANCE MAXIMO HORIZONTAL 9,70 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 13000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,6.89e-05,144875.0
91467,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,26.43,5.93
91629,SINAPI,44056,"CAMINHAO TOCO, PESO BRUTO TOTAL 10700 KG, CARGA UTIL MAXIMA 7400 KG, DISTANCIA ENTRE EIXOS 4,00 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,3.43e-05,465515.69
91629,SINAPI,10712,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 3300 KG, MOMENTO MAXIMO DE CARGA 5,8 TM, ALCANCE MAXIMO HORIZONTAL 7,60 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 8000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,5.51e-05,102997.07
91631,SINAPI,44056,"CAMINHAO TOCO, PESO BRUTO TOTAL 10700 KG, CARGA UTIL MAXIMA 7400 KG, DISTANCIA ENTRE EIXOS 4,00 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,5.7e-06,465515.69
91631,SINAPI,10712,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 3300 KG, MOMENTO MAXIMO DE CARGA 5,8 TM, ALCANCE MAXIMO HORIZONTAL 7,60 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 8000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,5.8e-06,102997.07
91630,SINAPI,44056,"CAMINHAO TOCO, PESO BRUTO TOTAL 10700 KG, CARGA UTIL MAXIMA 7400 KG, DISTANCIA ENTRE EIXOS 4,00 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,1.41e-05,465515.69
91630,SINAPI,10712,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 3300 KG, MOMENTO MAXIMO DE CARGA 5,8 TM, ALCANCE MAXIMO HORIZONTAL 7,60 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 8000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,1.44e-05,102997.07
91632,SINAPI,44056,"CAMINHAO TOCO, PESO BRUTO TOTAL 10700 KG, CARGA UTIL MAXIMA 7400 KG, DISTANCIA ENTRE EIXOS 4,00 M, POTENCIA 175 CV (INCLUI CABINE E CHASSI, NAO INCLUI CARROCERIA)",UN,6.43e-05,465515.69
91632,SINAPI,10712,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 3300 KG, MOMENTO MAXIMO DE CARGA 5,8 TM, ALCANCE MAXIMO HORIZONTAL 7,60 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 8000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)",UN,6.89e-05,102997.07
91633,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,22.37,5.93
99831,SINAPI,746,"LAVADORA DE ALTA PRESSAO (LAVA - JATO) PARA AGUA FRIA, PRESSAO DE OPERACAO ENTRE 1400 E 1900 LIB/POL2, VAZAO MAXIMA ENTRE 400 E 700 L/H, POTENCIA DE OPERACAO ENTRE 2,50 E 3,00 CV",UN,5e-05,2885.07
95114,SINAPI,41898,"MARTELO DEMOLIDOR PNEUMATICO MANUAL, PESO DE 28 KG, COM SILENCIADOR",UN,6.4e-05,27465.01
95115,SINAPI,41898,"MARTELO DEMOLIDOR PNEUMATICO MANUAL, PESO DE 28 KG, COM SILENCIADOR",UN,1.48e-05,27465.01
53863,SINAPI,41898,"MARTELO DEMOLIDOR PNEUMATICO MANUAL, PESO DE 28 KG, COM SILENCIADOR",UN,8e-05,27465.01
88400,SINAPI,37546,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELETRICO TRIFASICO 220/380 V, POTENCIA 3 CV",UN,6e-05,12028.65
88387,SINAPI,37544,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELETRICO TRIFASICO 220/380 V, POTENCIA 5 CV",UN,6e-05,12722.32
88389,SINAPI,37544,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELETRICO TRIFASICO 220/380 V, POTENCIA 5 CV",UN,1.48e-05,12722.32
88390,SINAPI,37544,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELETRICO TRIFASICO 220/380 V, POTENCIA 5 CV",UN,7e-05,12722.32
88391,SINAPI,2705,"ENERGIA ELETRICA ATE 2000 KWH INDUSTRIAL, SEM DEMANDA",KWH,3.12799,0.74
89228,SINAPI,4090,"MOTONIVELADORA POTENCIA BASICA LIQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13843 KG, LARGURA DA LAMINA DE 3,7 M",UN,4e-05,1125000.0
89229,SINAPI,4090,"MOTONIVELADORA POTENCIA BASICA LIQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13843 KG, LARGURA DA LAMINA DE 3,7 M",UN,1.41e-05,1125000.0
5779,SINAPI,4090,"MOTONIVELADORA POTENCIA BASICA LIQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13843 KG, LARGURA DA LAMINA DE 3,7 M",UN,6.43e-05,1125000.0
53849,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,13.99,5.93
91273,SINAPI,1442,"COMPACTADOR DE SOLO TIPO PLACA VIBRATORIA REVERSIVEL, A GASOLINA 4 TEMPOS, PESO 125 A 150 KG, FORCA CENTRIF. 2500 A 2800 KGF, LARG. TRABALHO 400 A 450 MM, FREQ. VIBRACAO 4300 A 4500 RPM, VELOC. TRABALHO 15 A 20 M/MIN, POT. 5,5 A 6,0 HP",UN,5.33e-05,10512.54
91274,SINAPI,1442,"COMPACTADOR DE SOLO TIPO PLACA VIBRATORIA REVERSIVEL, A GASOLINA 4 TEMPOS, PESO 125 A 150 KG, FORCA CENTRIF. 2500 A 2800 KGF, LARG. TRABALHO 400 A 450 MM, FREQ. VIBRACAO 4300 A 4500 RPM, VELOC. TRABALHO 15 A 20 M/MIN, POT. 5,5 A 6,0 HP",UN,1.43e-05,10512.54
91275,SINAPI,1442,"COMPACTADOR DE SOLO TIPO PLACA VIBRATORIA REVERSIVEL, A GASOLINA 4 TEMPOS, PESO 125 A 150 KG, FORCA CENTRIF. 2500 A 2800 KGF, LARG. TRABALHO 400 A 450 MM, FREQ. VIBRACAO 4300 A 4500 RPM, VELOC. TRABALHO 15 A 20 M/MIN, POT. 5,5 A 6,0 HP",UN,6.67e-05,10512.54
91276,SINAPI,4222,GASOLINA COMUM,L,1.44,5.94
88857,SINAPI,36531,"RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 4, POTENCIA LIQUIDA 88 HP, PESO OPERACIONAL MINIMO DE 6674 KG, CAPACIDADE DA CARREGADEIRA DE 1,00 M3 E DA RETROESCAVADEIRA MINIMA DE 0,26 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,37 M",UN,5.6e-05,436402.41
88858,SINAPI,36531,"RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 4, POTENCIA LIQUIDA 88 HP, PESO OPERACIONAL MINIMO DE 6674 KG, CAPACIDADE DA CARREGADEIRA DE 1,00 M3 E DA RETROESCAVADEIRA MINIMA DE 0,26 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,37 M",UN,1.48e-05,436402.41
5664,SINAPI,36531,"RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 4, POTENCIA LIQUIDA 88 HP, PESO OPERACIONAL MINIMO DE 6674 KG, CAPACIDADE DA CARREGADEIRA DE 1,00 M3 E DA RETROESCAVADEIRA MINIMA DE 0,26 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,37 M",UN,7e-05,436402.41
53786,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,8.53,5.93
73309,SINAPI,14513,"ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4/8,8 T, LARGURA DE TRABALHO 1,68 M",UN,5.33e-05,618689.1
73313,SINAPI,14513,"ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4/8,8 T, LARGURA DE TRABALHO 1,68 M",UN,1.44e-05,618689.1
5089,SINAPI,14513,"ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4/8,8 T, LARGURA DE TRABALHO 1,68 M",UN,6.67e-05,618689.1
73315,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,9.55,5.93
91688,SINAPI,14618,"SERRA CIRCULAR DE BANCADA COM MOTOR ELETRICO, POTENCIA DE *1600* W, PARA DISCO DE DIAMETRO DE 10"" (250 MM)",UN,7.2e-05,1503.22
91689,SINAPI,14618,"SERRA CIRCULAR DE BANCADA COM MOTOR ELETRICO, POTENCIA DE *1600* W, PARA DISCO DE DIAMETRO DE 10"" (250 MM)",UN,1.48e-05,1503.22
91690,SINAPI,14618,"SERRA CIRCULAR DE BANCADA COM MOTOR ELETRICO, POTENCIA DE *1600* W, PARA DISCO DE DIAMETRO DE 10"" (250 MM)",UN,5e-05,1503.22
91691,SINAPI,2705,"ENERGIA ELETRICA ATE 2000 KWH INDUSTRIAL, SEM DEMANDA",KWH,1.36,0.74
89029,SINAPI,7622,"TRATOR DE ESTEIRAS, POTENCIA DE 100 HP, PESO OPERACIONAL DE 9,4 T, COM LAMINA COM CAPACIDADE DE 2,19 M3",UN,3.11e-05,1010494.7
89030,SINAPI,7622,"TRATOR DE ESTEIRAS, POTENCIA DE 100 HP, PESO OPERACIONAL DE 9,4 T, COM LAMINA COM CAPACIDADE DE 2,19 M3",UN,1.37e-05,1010494.7
5724,SINAPI,7622,"TRATOR DE ESTEIRAS, POTENCIA DE 100 HP, PESO OPERACIONAL DE 9,4 T, COM LAMINA COM CAPACIDADE DE 2,19 M3",UN,5.56e-05,1010494.7
53817,SINAPI,4221,OLEO DIESEL COMBUSTIVEL COMUM METROPOLITANO S-10 OU S-500,L,10.44,5.93
90582,SINAPI,13896,"VIBRADOR DE IMERSAO, DIAMETRO DA PONTEIRA DE *45* MM, COM MOTOR ELETRICO TRIFASICO DE 2 HP (2 CV)",UN,0.000128,3144.29
90583,SINAPI,13896,"VIBRADOR DE IMERSAO, DIAMETRO DA PONTEIRA DE *45* MM, COM MOTOR ELETRICO TRIFASICO DE 2 HP (2 CV)",UN,2.96e-05,3144.29
90584,SINAPI,13896,"VIBRADOR DE IMERSAO, DIAMETRO DA PONTEIRA DE *45* MM, COM MOTOR ELETRICO TRIFASICO DE 2 HP (2 CV)",UN,0.0001,3144.29
90585,SINAPI,2705,"ENERGIA ELETRICA ATE 2000 KWH INDUSTRIAL, SEM DEMANDA",KWH,0.52,0.74
103796,SINAPI,91693,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015",CHI,0.1129,32.327300296
103796,SINAPI,91692,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHP DIURNO. AF_08/2015",CHP,0.0281,33.408861296
103796,SINAPI,88262,CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES,H,0.1723,33.2670864
103796,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,0.3165,31.212614799999997
103796,SINAPI,40304,PREGO DE ACO POLIDO COM CABECA DUPLA 17 X 27 (2 1/2 X 11),KG,0.0854,15.06
103796,SINAPI,6212,"TABUA *2,5 X 30 CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,2.332,12.5
103796,SINAPI,4517,"SARRAFO *2,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,0.6996,2.63
103796,SINAPI,4491,"PONTALETE *7,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,0.6996,7.54
103796,SINAPI,2692,"DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA",L,0.0167,7.3
102722,SINAPI,93358,"ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,30 M. AF_02/2021",M3,0.09,114.9376896696
102722,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.1211,29.0540166
102722,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,0.0404,33.6814646
102722,SINAPI,38052,"TUBO DRENO, CORRUGADO, ESPIRALADO, FLEXIVEL, PERFURADO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), DN 100 MM, (4"") PARA DRENAGEM - EM ROLO (NORMA DNIT 093/2006 - E.M)",M,1.003,12.66
102722,SINAPI,4718,"PEDRA BRITADA N. 2 (19 A 38 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE",M3,0.0821,70.5
102722,SINAPI,4021,"GEOTEXTIL NAO TECIDO AGULHADO DE FILAMENTOS CONTINUOS 100% POLIESTER, RESITENCIA A TRACAO = 14 KN/M",M2,2.3,10.84
102705,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.0148,29.0540166
102705,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,0.0049,33.6814646
102705,SINAPI,44315,"TUBO PVC, RIGIDO, CORRUGADO, PERFURADO DN 100 MM, PARA DRENAGEM, SISTEMA IRRIGACAO",M,1.05,58.84
97062,SINAPI,88262,CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES,H,0.068536,33.2670864
97062,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,0.06534,31.212614799999997
97062,SINAPI,7170,"TELA FACHADEIRA EM POLIETILENO, ROLO DE 3 X 100 M (L X C), COR BRANCA, SEM LOGOMARCA - PARA PROTECAO DE OBRAS",M2,1.199,2.13
97062,SINAPI,411,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 200 X *4,6* MM",UN,0.549,0.21
97015,SINAPI,91693,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015",CHI,0.0094,32.327300296
97015,SINAPI,91692,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHP DIURNO. AF_08/2015",CHP,0.0024,33.408861296
97015,SINAPI,88262,CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES,H,0.3153,33.2670864
97015,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,0.3256,31.212614799999997
97015,SINAPI,20209,"CAIBRO APARELHADO *7,5 X 7,5* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",M,0.343,30.61
97015,SINAPI,5068,PREGO DE ACO POLIDO COM CABECA 17 X 21 (2 X 11),KG,0.074,12.2
97015,SINAPI,3993,"TABUA APARELHADA *2,5 X 15* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",M2,0.091,137.01
97015,SINAPI,1355,"CHAPA/PAINEL DE MADEIRA COMPENSADA RESINADA (MADEIRITE RESINADO ROSA) PARA FORMA DE CONCRETO, DE 2200 X 1100 MM, E = 14 MM",M2,0.331,32.31
97063,SINAPI,100251,"TRANSPORTE HORIZONTAL MANUAL, DE TUBO DE AÇO CARBONO LEVE OU MÉDIO, PRETO OU GALVANIZADO, COM DIÂMETRO MAIOR QUE 32 MM E MENOR OU IGUAL A 65 MM (UNIDADE: MXKM). AF_07/2019",MXKM,0.1673,17.77524735588
97063,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.10584,29.0540166
97063,SINAPI,88278,MONTADOR DE ESTRUTURA METÁLICA COM ENCARGOS COMPLEMENTARES,H,0.5546,28.7719344
97064,SINAPI,100251,"TRANSPORTE HORIZONTAL MANUAL, DE TUBO DE AÇO CARBONO LEVE OU MÉDIO, PRETO OU GALVANIZADO, COM DIÂMETRO MAIOR QUE 32 MM E MENOR OU IGUAL A 65 MM (UNIDADE: MXKM). AF_07/2019",MXKM,0.402,17.77524735588
97064,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.13314,29.0540166
97064,SINAPI,88278,MONTADOR DE ESTRUTURA METÁLICA COM ENCARGOS COMPLEMENTARES,H,0.69768,28.7719344
95946,SINAPI,92803,"CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 10,0 MM. AF_06/2022",KG,1,8.86255905216
95946,SINAPI,88245,ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.094,33.4070864
95946,SINAPI,88238,AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.015,31.269065599999998
95946,SINAPI,43132,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,0.025,19.0
95946,SINAPI,39017,"ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM",UN,0.431,0.22
95947,SINAPI,92804,"CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 12,5 MM. AF_06/2022",KG,1,7.5668692672
95947,SINAPI,88245,ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.042,33.4070864
95947,SINAPI,88238,AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.007,31.269065599999998
95947,SINAPI,43132,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,0.025,19.0
95947,SINAPI,39017,"ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM",UN,0.278,0.22
95944,SINAPI,92801,"CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 6,3 MM. AF_06/2022",KG,1,9.86209191296
95944,SINAPI,88245,ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.297,33.4070864
95944,SINAPI,88238,AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.047,31.269065599999998
95944,SINAPI,43132,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,0.025,19.0
95944,SINAPI,39017,"ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM",UN,0.827,0.22
95945,SINAPI,92802,"CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 8,0 MM. AF_06/2022",KG,1,9.657894370240001
95945,SINAPI,88245,ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.175,33.4070864
95945,SINAPI,88238,AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.028,31.269065599999998
95945,SINAPI,43132,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,0.025,19.0
95945,SINAPI,39017,"ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM",UN,0.613,0.22
95943,SINAPI,92800,"CORTE E DOBRA DE AÇO CA-60, DIÂMETRO DE 5,0 MM. AF_06/2022",KG,1,10.00620784304
95943,SINAPI,88245,ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.366,33.4070864
95943,SINAPI,88238,AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES,H,0.058,31.269065599999998
95943,SINAPI,43132,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,0.025,19.0
95943,SINAPI,39017,"ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM",UN,1.04,0.22
101986,SINAPI,91693,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015",CHI,0.096,32.327300296
101986,SINAPI,91692,"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHP DIURNO. AF_08/2015",CHP,0.087,33.408861296
101986,SINAPI,88262,CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES,H,0.915,33.2670864
101986,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,0.183,31.212614799999997
101986,SINAPI,20247,PREGO DE ACO POLIDO COM CABECA 15 X 15 (1 1/4 X 13),KG,0.033,13.51
101986,SINAPI,5073,PREGO DE ACO POLIDO COM CABECA 17 X 24 (2 1/4 X 11),KG,0.043,12.44
101986,SINAPI,4517,"SARRAFO *2,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,0.792,2.63
101986,SINAPI,4491,"PONTALETE *7,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,3.879,7.54
101986,SINAPI,1358,"CHAPA/PAINEL DE MADEIRA COMPENSADA RESINADA (MADEIRITE RESINADO ROSA) PARA FORMA DE CONCRETO, DE 2200 X 1100 MM, E = 17 MM",M2,1.523,39.66
102003,SINAPI,101986,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.94,134.874834325568
102003,SINAPI,88262,CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES,H,3.488,33.2670864
102003,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,0.581,31.212614799999997
102003,SINAPI,40304,PREGO DE ACO POLIDO COM CABECA DUPLA 17 X 27 (2 1/2 X 11),KG,0.082,15.06
102003,SINAPI,10749,"LOCACAO DE ESCORA METALICA TELESCOPICA, COM ALTURA REGULAVEL DE *1,80* A *3,20* M, COM CAPACIDADE DE CARGA DE NO MINIMO 1000 KGF (10 KN), INCLUSO TRIPE E FORCADO",UNXMES,1.231,26.62
102003,SINAPI,2692,"DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA",L,0.01,7.3
93358,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,3.956,29.0540166
90091,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.0371,29.0540166
90091,SINAPI,5632,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - CHI DIURNO. AF_06/2014",CHI,0.0193,95.614368
90091,SINAPI,5631,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - CHP DIURNO. AF_06/2014",CHP,0.0172,216.18046799999996
102315,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,0.0463,29.0540166
102315,SINAPI,5632,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - CHI DIURNO. AF_06/2014",CHI,0.0241,95.614368
102315,SINAPI,5631,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - CHP DIURNO. AF_06/2014",CHP,0.0222,216.18046799999996
102355,SINAPI,5954,"COMPRESSOR DE AR REBOCÁVEL, VAZÃO 189 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 63 CV - CHI DIURNO. AF_06/2015",CHI,2.0108,6.73851334
